"","gene 1","gene 2","gene 3","gene 4","gene 5","gene 6","gene 7","gene 8","gene 9","gene 10","gene 11","gene 12","gene 13","gene 14","gene 15","gene 16","gene 17","gene 18","gene 19","gene 20"
"spot 300",0,0,5,0,7,0,0,11,1,0,1,0,2,0,2,0,1,3,0,0
"spot 301",0,4,0,7,0,0,2,6,0,3,0,0,0,0,5,0,7,11,10,9
"spot 302",0,9,0,6,0,0,0,0,4,0,4,0,0,3,8,0,0,0,0,4
"spot 303",0,0,0,10,0,0,2,13,2,0,11,3,0,0,2,0,5,0,0,0
"spot 304",7,0,0,8,0,9,2,0,0,2,0,0,7,3,0,0,9,5,8,7
"spot 305",0,5,5,17,0,4,0,4,1,1,0,11,7,0,6,0,0,6,0,8
"spot 306",4,0,6,7,0,0,3,0,0,0,3,0,7,8,4,0,0,2,7,7
"spot 307",8,7,0,0,2,4,0,0,0,4,4,14,11,0,6,0,5,3,0,0
"spot 308",11,1,1,0,3,0,4,0,0,8,0,6,4,2,0,0,0,0,1,3
"spot 309",0,0,0,7,0,5,0,0,0,7,7,23,4,0,0,0,0,9,11,14
"spot 310",0,0,5,0,1,0,0,0,3,6,5,12,0,0,0,0,0,3,6,10
"spot 311",6,0,0,0,8,10,2,6,10,0,2,16,0,9,0,6,0,2,0,0
"spot 312",8,0,0,27,5,6,0,13,8,0,9,12,0,11,13,1,11,5,7,0
"spot 313",0,0,7,23,9,0,3,0,3,11,0,12,4,5,0,0,7,3,9,8
"spot 314",10,0,0,5,5,0,10,0,4,0,7,0,5,4,2,5,0,5,9,5
"spot 315",9,0,0,0,3,0,9,12,0,0,0,8,0,0,1,0,0,0,0,0
"spot 316",0,0,0,0,9,0,0,20,8,0,0,0,11,7,0,0,0,4,0,4
"spot 317",11,11,10,14,12,0,0,7,0,0,0,7,2,0,0,0,0,9,2,0
"spot 318",16,0,0,9,7,8,0,6,16,12,0,12,5,0,0,0,0,0,7,4
"spot 319",0,0,0,23,0,0,9,9,5,11,0,0,0,14,0,3,0,5,6,0
"spot 320",12,0,9,18,0,12,15,16,4,0,2,0,1,0,0,3,5,3,13,1
"spot 321",0,2,2,0,0,0,2,1,2,0,0,0,0,6,4,0,0,0,0,4
"spot 322",0,3,0,0,2,2,3,1,1,3,6,0,5,8,3,0,0,0,6,12
"spot 323",0,2,0,6,2,6,0,8,3,3,0,13,0,0,0,0,10,14,0,10
"spot 324",0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0
"spot 325",0,4,1,5,3,0,0,5,0,3,2,9,0,0,0,3,0,0,0,7
"spot 326",0,0,2,3,0,0,0,0,0,2,0,7,6,0,2,0,7,4,0,0
"spot 327",0,0,0,0,0,12,0,0,0,7,0,27,3,9,9,6,0,0,0,16
"spot 328",0,1,4,8,2,1,0,0,2,6,0,0,0,0,10,0,0,6,0,10
"spot 329",4,9,2,5,0,0,0,2,2,0,6,0,7,0,0,0,0,0,0,11
"spot 330",0,3,0,0,1,0,0,3,4,0,0,10,0,9,9,0,13,0,0,9
"spot 331",0,4,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,9
"spot 332",0,7,0,0,2,0,0,7,0,1,7,0,8,4,6,7,9,0,13,0
"spot 333",0,7,4,4,0,0,5,3,0,0,0,19,0,0,4,0,6,0,5,8
"spot 334",3,7,3,0,0,1,0,8,3,0,0,10,5,3,0,0,0,0,2,0
"spot 335",3,3,0,0,0,9,5,9,0,5,0,0,0,0,6,6,8,2,0,0
"spot 336",0,11,3,0,4,0,0,13,0,0,0,0,0,0,5,0,0,7,7,10
"spot 337",0,0,0,0,0,7,1,0,0,3,0,20,6,0,11,0,0,5,7,9
"spot 338",0,7,0,0,2,6,3,3,1,11,0,0,0,0,9,0,0,5,11,0
"spot 339",0,0,0,9,7,2,0,9,0,3,0,0,7,6,2,0,0,2,0,0
"spot 340",5,0,0,9,0,0,9,14,0,2,0,9,0,5,0,5,7,0,10,0
"spot 341",0,9,0,0,0,0,0,0,2,9,2,0,12,8,6,3,0,0,0,0
"spot 342",4,0,11,0,7,0,3,7,6,14,0,0,0,8,0,0,0,0,0,8
"spot 343",5,0,2,0,0,8,0,13,0,0,0,0,6,0,0,4,0,13,0,0
"spot 344",0,5,0,15,5,0,0,0,9,7,2,0,7,9,9,0,4,4,11,4
"spot 345",0,0,0,15,3,0,0,6,0,0,3,6,9,0,0,0,8,0,6,0
"spot 346",6,8,5,13,2,6,11,0,7,3,1,0,0,0,0,0,4,0,0,0
"spot 347",0,0,0,20,2,13,12,9,0,9,0,0,0,0,6,0,7,0,8,0
"spot 348",0,0,9,0,7,10,0,9,0,0,5,0,0,0,6,3,5,0,8,0
"spot 349",15,0,0,26,12,0,8,0,0,8,1,0,0,0,7,5,9,5,4,6
"spot 350",0,0,12,26,0,15,6,13,0,11,0,15,5,16,0,9,6,0,0,6
"spot 351",0,0,0,0,5,0,4,0,10,0,0,0,6,6,7,1,0,0,0,0
"spot 352",0,12,0,22,4,0,14,18,11,0,0,13,9,0,0,0,3,7,6,0
"spot 353",1,4,3,0,0,0,0,6,0,0,0,0,9,6,0,0,0,3,9,0
"spot 354",0,2,0,0,0,1,0,0,0,1,5,7,8,9,1,3,0,4,0,7
"spot 355",0,0,2,5,2,0,3,2,0,0,2,0,0,4,0,0,0,0,6,0
"spot 356",6,2,0,3,0,2,1,0,0,0,0,0,11,0,0,0,0,6,0,4
"spot 357",7,2,0,11,0,0,0,12,0,0,0,0,0,0,13,5,0,5,17,11
"spot 358",5,0,2,0,0,3,3,3,0,0,0,9,10,5,0,3,0,7,7,5
"spot 359",2,0,0,9,0,0,0,3,4,3,0,13,0,0,0,5,3,0,0,0
"spot 360",4,0,1,10,0,6,0,6,0,3,0,10,0,0,0,9,9,15,0,0
"spot 361",4,5,5,0,0,0,0,0,0,6,0,0,3,0,0,3,0,6,0,6
"spot 362",0,0,0,4,4,8,0,0,3,2,7,11,12,0,0,5,9,5,10,0
"spot 363",3,5,2,0,0,3,5,0,0,7,0,13,3,0,7,0,5,0,1,0
"spot 364",4,8,0,8,0,0,6,0,8,8,8,0,22,7,7,0,0,0,13,0
"spot 365",10,0,2,0,0,0,4,3,0,4,1,13,0,8,0,3,5,1,0,0
"spot 366",0,4,5,0,2,0,0,0,5,10,10,0,5,0,5,0,8,0,0,0
"spot 367",0,0,6,0,3,1,0,9,0,0,1,13,0,0,1,0,0,0,0,0
"spot 368",0,5,3,9,0,0,4,0,4,0,4,5,0,0,0,0,1,6,6,7
"spot 369",11,11,2,0,6,0,5,7,5,1,0,15,0,0,0,6,0,0,0,2
"spot 370",0,0,1,6,0,3,13,14,0,0,4,0,0,0,8,2,0,4,0,7
"spot 371",4,16,5,0,0,8,0,6,0,0,0,0,4,0,0,0,0,0,0,6
"spot 372",0,5,0,11,0,9,6,6,2,0,0,0,0,6,0,0,0,1,10,0
"spot 373",9,3,5,0,0,4,8,0,4,0,1,0,6,3,4,2,0,0,0,3
"spot 374",10,13,6,0,7,9,7,9,0,8,6,0,5,8,3,3,8,3,13,0
"spot 375",0,0,0,0,1,0,8,11,0,9,2,0,0,0,0,4,0,0,4,5
"spot 376",17,0,5,14,8,0,0,0,0,2,1,17,0,0,4,0,0,5,9,3
"spot 377",0,0,5,9,0,2,6,0,0,7,0,12,0,0,0,0,0,4,6,16
"spot 378",9,0,0,0,0,7,0,0,4,3,2,0,10,0,3,0,0,0,0,4
"spot 379",0,0,5,15,0,0,0,18,7,0,0,0,7,0,0,8,6,6,9,8
"spot 380",0,15,0,0,6,9,14,0,0,8,4,18,0,6,6,3,11,6,0,3
"spot 381",0,0,0,13,0,0,0,0,0,0,1,9,4,0,3,0,5,7,0,6
"spot 382",0,28,0,0,0,14,14,31,15,6,0,15,0,15,9,7,0,4,0,4
"spot 383",0,14,9,0,0,12,18,30,14,8,0,9,0,9,4,9,6,0,11,0
"spot 384",5,18,11,13,0,15,19,13,4,0,3,0,0,0,0,0,0,7,0,10
"spot 385",4,1,0,4,4,0,0,0,1,1,0,17,0,0,11,0,9,0,0,0
"spot 386",6,0,0,0,0,0,4,0,1,1,0,11,0,0,4,6,0,0,3,5
"spot 387",2,0,0,2,0,1,0,0,1,0,0,5,6,10,0,0,7,5,0,3
"spot 388",2,4,4,0,2,0,2,0,0,5,4,8,0,7,3,0,4,0,2,9
"spot 389",12,4,5,2,2,0,3,0,5,4,12,17,0,0,0,7,0,0,7,0
"spot 390",0,10,4,4,0,0,0,6,2,2,0,8,7,0,3,0,0,0,5,0
"spot 391",2,0,2,0,0,0,3,5,0,2,3,9,0,0,0,2,8,3,5,4
"spot 392",1,5,0,4,1,0,0,5,2,2,0,0,6,3,0,0,2,2,4,5
"spot 393",0,0,1,5,0,7,2,0,1,1,3,0,0,0,4,2,6,3,0,3
"spot 394",0,0,6,4,0,0,0,2,1,0,2,2,9,0,10,0,12,0,0,8
"spot 395",2,0,0,5,0,0,0,0,0,0,2,12,5,3,0,0,9,7,11,0
"spot 396",0,0,0,6,5,4,4,7,0,0,0,13,0,0,0,0,0,5,0,8
"spot 397",0,0,0,0,0,6,2,7,0,0,4,0,13,0,6,6,0,0,2,5
"spot 398",10,7,3,0,6,0,3,0,5,0,0,0,0,11,4,0,8,12,0,5
"spot 399",9,0,0,8,4,0,3,10,2,4,5,0,7,0,11,5,9,0,0,0
"spot 400",0,0,3,14,5,0,9,0,0,0,0,13,6,0,5,0,1,0,0,0
"spot 401",5,0,0,0,0,0,2,11,5,0,3,10,0,0,6,0,4,2,14,8
"spot 402",7,0,8,0,4,6,7,11,6,4,0,12,0,6,3,4,0,0,0,0
"spot 403",7,0,0,7,7,0,6,2,0,4,0,0,7,5,0,0,0,0,3,4
"spot 404",0,0,8,0,1,4,4,0,0,0,8,0,0,0,0,4,13,2,7,16
"spot 405",7,7,4,11,4,0,4,0,0,9,0,9,0,4,0,5,0,3,0,9
"spot 406",0,0,5,0,7,0,0,10,0,15,4,10,10,0,5,4,7,6,0,13
"spot 407",0,11,0,9,3,4,0,7,0,2,9,0,0,0,0,1,1,4,4,7
"spot 408",0,0,8,0,6,20,0,13,7,0,0,0,8,8,7,0,7,0,6,5
"spot 409",15,0,0,7,5,7,6,14,0,11,8,0,0,14,12,3,7,2,11,5
"spot 410",11,18,0,14,6,0,15,0,10,0,0,0,7,0,5,9,0,0,0,0
"spot 411",0,0,0,13,4,10,7,17,5,14,5,0,2,7,0,3,0,0,6,0
"spot 412",14,18,0,0,0,0,0,0,0,12,6,0,0,10,8,0,13,0,0,0
"spot 413",0,22,0,0,0,18,0,0,0,11,1,19,0,0,4,7,0,5,7,4
"spot 414",12,0,3,13,8,7,6,0,0,0,0,7,0,0,2,0,7,0,5,5
"spot 415",0,19,0,26,0,0,15,18,9,0,0,0,0,7,12,0,6,3,6,3
"spot 416",0,17,0,0,6,7,0,14,9,6,2,0,6,7,6,0,0,0,0,0
"spot 417",0,0,0,0,0,1,1,0,0,1,0,10,0,2,5,0,0,0,0,0
"spot 418",0,2,0,11,5,5,4,1,3,0,0,14,0,0,3,6,0,7,0,0
"spot 419",2,4,3,9,3,3,0,0,0,0,3,0,0,7,0,0,14,10,0,10
"spot 420",0,3,2,4,0,2,0,4,0,0,0,0,13,3,10,2,8,0,2,8
"spot 421",0,0,1,0,0,4,0,6,0,0,0,0,15,0,7,6,8,5,8,0
"spot 422",0,0,0,0,5,0,3,4,5,0,0,0,0,0,7,2,0,7,0,7
"spot 423",0,0,0,0,5,0,3,0,0,3,4,10,0,0,0,0,6,3,2,9
"spot 424",5,2,5,0,6,0,0,12,6,8,6,0,0,9,7,10,0,0,0,6
"spot 425",0,3,2,9,0,0,0,11,4,0,0,14,0,0,0,3,0,6,7,2
"spot 426",0,0,1,0,2,4,4,3,0,0,0,0,0,5,0,2,0,4,3,0
"spot 427",1,4,6,5,1,0,7,0,0,2,0,13,0,0,0,0,4,1,0,0
"spot 428",1,0,7,0,5,13,4,13,0,0,4,16,0,9,12,0,0,0,0,2
"spot 429",0,0,2,0,6,9,2,3,0,0,0,13,5,2,8,4,0,7,9,4
"spot 430",5,8,0,10,0,2,0,0,0,5,5,0,3,0,0,0,11,6,0,2
"spot 431",5,0,3,5,8,0,0,0,3,0,5,0,7,6,0,3,4,2,0,0
"spot 432",10,0,0,11,9,9,24,8,0,0,8,0,0,3,0,4,0,14,0,10
"spot 433",0,0,6,11,0,6,5,13,0,0,4,0,0,0,0,0,15,9,0,0
"spot 434",10,0,0,11,2,0,4,10,6,3,0,10,6,0,0,5,3,3,0,12
"spot 435",0,0,5,0,3,0,10,4,5,0,6,0,0,10,11,5,8,2,0,0
"spot 436",10,11,9,10,8,10,0,9,1,12,6,10,0,0,5,0,0,7,6,0
"spot 437",15,8,4,0,3,0,0,24,0,0,5,15,3,0,0,5,0,7,6,0
"spot 438",0,11,7,0,4,0,10,11,0,0,4,0,0,0,0,0,0,0,3,14
"spot 439",11,21,0,0,0,4,0,0,11,0,0,0,12,0,0,0,0,6,4,7
"spot 440",4,0,5,13,0,7,0,0,0,0,3,6,6,0,0,1,0,0,0,0
"spot 441",0,0,4,12,0,0,13,0,6,0,0,24,2,0,0,0,0,0,0,9
"spot 442",0,0,0,0,8,11,0,0,5,0,0,10,5,7,10,3,0,0,5,0
"spot 443",15,0,0,5,5,0,8,24,0,0,0,8,1,0,8,0,0,0,0,5
"spot 444",0,8,3,0,12,7,6,6,0,0,1,0,4,12,4,0,0,6,2,4
"spot 445",6,23,0,23,7,8,0,20,0,9,0,14,0,0,9,0,4,2,0,10
"spot 446",0,0,11,16,17,0,0,30,6,9,0,0,0,12,0,1,0,0,0,6
"spot 447",14,16,12,20,10,0,22,0,0,0,6,0,7,5,0,9,5,5,0,0
"spot 448",0,5,0,25,0,14,7,35,0,14,5,10,0,0,0,0,0,6,0,6
"spot 449",8,4,0,10,0,2,0,6,3,7,0,0,9,0,0,0,0,5,8,0
"spot 450",2,0,0,0,0,0,0,0,0,5,10,10,0,8,11,0,3,0,0,0
"spot 451",0,2,0,0,6,4,0,0,0,0,0,11,0,6,1,4,0,7,0,0
"spot 452",0,2,5,8,0,2,2,6,3,0,0,0,0,0,2,0,0,0,0,0
"spot 453",4,2,0,2,0,1,0,2,2,0,0,0,0,0,3,0,0,0,2,0
"spot 454",0,0,4,7,0,0,4,12,0,0,0,0,7,0,0,0,0,10,0,3
"spot 455",7,0,4,6,0,0,0,0,2,0,0,0,0,0,8,10,0,0,4,0
"spot 456",0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,2,0,6,0,0
"spot 457",0,3,1,0,1,7,0,1,0,1,0,0,0,0,9,0,0,7,8,0
"spot 458",6,0,3,13,0,1,0,17,3,0,0,14,0,0,4,0,0,0,5,7
"spot 459",0,0,0,0,7,0,0,11,0,0,4,0,0,3,0,1,0,9,2,0
"spot 460",6,8,6,7,0,13,4,0,0,0,6,0,0,0,0,0,5,4,10,0
"spot 461",11,0,2,0,5,3,9,0,5,0,0,0,0,5,0,0,8,15,0,0
"spot 462",0,6,1,4,0,2,3,0,4,0,1,10,0,9,2,2,0,10,10,12
"spot 463",11,0,0,0,0,3,5,0,5,8,0,0,3,0,0,3,0,0,9,11
"spot 464",0,0,0,0,7,0,10,0,0,0,0,11,0,0,0,1,3,12,0,0
"spot 465",7,0,1,7,4,2,0,0,2,3,0,0,0,0,2,0,1,3,1,3
"spot 466",9,7,12,15,0,8,11,0,8,0,0,0,8,11,0,3,3,0,0,9
"spot 467",9,0,0,9,2,11,0,4,0,6,0,0,7,8,0,0,0,0,0,7
"spot 468",0,0,5,0,0,11,5,9,0,0,2,14,0,15,0,11,0,0,0,11
"spot 469",0,4,0,9,0,0,7,0,7,0,4,0,6,7,0,6,0,0,0,3
"spot 470",0,7,3,0,8,0,0,10,0,9,0,11,7,0,0,0,2,0,0,0
"spot 471",0,0,0,14,0,0,8,0,4,0,3,0,6,0,0,0,5,0,0,6
"spot 472",9,0,7,9,0,0,0,9,0,0,1,0,5,0,0,0,3,6,0,6
"spot 473",0,0,0,0,10,0,25,10,0,0,0,0,7,7,0,9,10,0,5,0
"spot 474",0,0,0,14,0,12,0,0,5,0,3,6,8,6,6,0,9,0,6,0
"spot 475",5,9,0,11,0,2,0,0,0,0,2,0,4,4,5,6,0,0,0,0
"spot 476",18,14,9,0,8,9,7,0,0,0,5,0,2,0,0,5,8,0,0,7
"spot 477",0,16,5,13,8,10,16,10,0,0,0,17,0,0,2,5,0,0,0,0
"spot 478",10,0,4,16,7,10,0,0,12,0,5,14,0,6,0,2,6,0,0,11
"spot 479",29,17,16,30,9,18,0,25,0,18,0,6,4,0,0,7,5,0,11,17
"spot 480",0,15,0,0,10,16,0,0,0,17,4,0,4,8,0,0,0,0,0,6
"spot 481",4,0,2,3,1,0,5,7,0,0,0,10,9,3,2,6,0,4,4,0
"spot 482",0,5,0,0,0,0,0,0,0,0,0,19,0,8,8,0,0,0,0,0
"spot 483",5,0,0,7,0,0,0,5,0,0,7,0,0,4,2,0,0,6,0,5
"spot 484",0,2,2,5,5,0,0,0,3,0,0,0,7,0,6,0,0,0,0,7
"spot 485",4,0,0,13,4,0,0,10,3,0,0,0,6,6,7,0,5,6,10,10
"spot 486",0,2,0,0,0,3,0,3,2,1,6,6,5,0,0,0,0,0,8,9
"spot 487",0,0,2,0,0,1,0,0,6,0,0,0,6,0,0,3,0,6,2,0
"spot 488",3,0,6,3,2,5,2,6,7,6,4,0,0,12,7,0,9,0,9,0
"spot 489",1,7,1,10,5,0,0,0,0,0,5,15,1,13,3,0,0,2,0,2
"spot 490",0,0,3,0,7,0,0,12,6,1,0,8,0,0,0,6,0,9,6,8
"spot 491",9,12,0,7,0,0,0,0,0,0,6,8,0,0,7,1,0,0,7,0
"spot 492",2,0,1,0,3,0,0,4,0,0,0,0,0,4,0,3,0,1,0,0
"spot 493",0,10,0,16,0,0,5,6,0,0,5,0,2,5,5,6,0,9,6,0
"spot 494",5,0,3,0,0,4,0,7,3,0,0,9,5,0,9,4,0,5,0,0
"spot 495",0,15,2,0,9,5,5,5,4,4,7,10,5,2,1,2,0,2,4,0
"spot 496",0,8,7,8,0,6,7,0,6,12,5,0,0,0,0,5,6,0,0,0
"spot 497",3,2,0,0,0,2,0,0,0,4,0,12,7,4,0,0,3,6,0,1
"spot 498",0,9,0,0,5,0,0,20,3,12,2,17,0,0,0,0,2,0,11,3
"spot 499",16,7,3,0,0,0,0,0,3,0,10,0,8,11,0,0,0,4,0,0
"spot 500",0,15,0,0,0,0,0,0,3,0,4,0,0,4,0,2,0,0,4,0
"spot 501",0,0,3,12,0,0,0,17,7,11,7,0,0,15,0,0,5,6,0,4
"spot 502",4,0,0,0,0,0,10,16,4,0,7,22,9,0,12,0,7,0,0,6
"spot 503",9,0,8,19,0,11,0,0,10,0,3,0,0,0,4,0,6,5,7,9
"spot 504",11,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,5,0,0
"spot 505",11,18,0,10,7,0,10,0,10,0,0,0,3,8,5,8,6,5,0,5
"spot 506",14,0,0,0,0,0,0,0,0,4,8,8,0,0,5,0,0,3,2,4
"spot 507",0,0,0,15,23,18,9,0,0,18,5,0,0,0,7,3,4,6,0,0
"spot 508",22,14,0,0,0,4,0,0,4,0,0,8,0,0,5,1,0,3,0,4
"spot 509",0,0,4,0,11,0,0,0,10,9,0,6,0,5,4,0,0,0,0,0
"spot 510",0,0,0,0,0,0,13,0,0,0,6,7,0,0,0,4,3,0,0,9
"spot 511",0,33,0,22,17,10,15,19,21,0,9,0,0,0,9,0,5,9,4,7
"spot 512",19,28,0,0,7,0,0,0,0,19,0,0,8,4,0,1,2,0,0,6
"spot 513",0,0,0,5,0,1,0,0,5,2,0,0,0,0,0,3,6,0,2,2
"spot 514",5,1,0,3,0,0,4,7,3,0,3,10,16,8,3,0,7,0,0,10
"spot 515",5,5,0,0,0,5,0,0,0,1,4,22,0,12,0,5,4,0,0,8
"spot 516",0,8,2,0,5,4,0,0,0,0,4,6,0,0,4,0,11,8,5,8
"spot 517",5,3,2,0,0,2,0,0,2,1,0,7,7,0,0,0,2,0,9,12
"spot 518",10,0,2,10,0,3,8,5,7,0,0,0,0,5,4,4,0,3,0,5
"spot 519",0,3,7,5,5,0,2,7,2,0,3,8,8,5,0,7,0,0,0,4
"spot 520",0,0,0,5,0,4,3,0,0,5,0,0,0,0,5,3,6,0,0,2
"spot 521",0,8,0,0,0,0,3,6,7,7,0,13,17,0,0,5,15,0,6,5
"spot 522",8,7,5,3,4,0,9,0,2,5,4,10,3,0,0,0,0,0,7,0
"spot 523",0,0,0,7,7,0,0,7,7,4,2,0,0,0,7,1,4,0,2,5
"spot 524",0,0,0,0,3,0,2,13,0,0,0,0,0,7,0,0,4,7,0,5
"spot 525",8,13,4,8,0,5,0,9,5,0,5,0,4,0,4,0,6,5,0,5
"spot 526",0,13,0,0,0,0,0,12,11,10,10,14,0,0,0,4,0,6,10,9
"spot 527",14,13,0,0,0,0,3,0,5,0,7,0,0,0,0,0,5,6,0,5
"spot 528",8,11,8,9,0,9,8,15,0,0,0,0,6,0,13,3,10,0,0,0
"spot 529",8,0,9,9,0,2,0,8,4,1,4,0,0,0,0,0,9,3,0,5
"spot 530",0,4,0,0,7,8,11,0,0,0,4,19,10,8,0,0,0,0,6,15
"spot 531",10,0,0,0,7,0,7,14,0,4,3,0,6,4,3,0,3,0,0,10
"spot 532",15,12,0,0,0,7,0,8,5,0,0,10,6,0,0,2,7,0,0,0
"spot 533",14,0,0,0,13,11,25,20,0,0,0,21,0,13,0,0,12,0,5,14
"spot 534",0,10,4,15,0,0,6,13,0,10,0,0,7,4,2,4,5,0,12,0
"spot 535",0,0,9,0,0,13,0,18,0,0,4,0,8,0,4,0,9,0,7,0
"spot 536",0,0,0,32,14,23,0,14,12,15,0,22,0,0,0,9,0,8,0,10
"spot 537",0,10,0,0,7,11,0,10,6,0,0,10,0,2,0,0,7,5,0,10
"spot 538",0,10,9,11,0,12,0,12,0,12,0,9,10,0,7,0,3,4,0,3
"spot 539",0,0,0,0,6,0,6,0,9,0,0,0,0,0,0,2,9,8,10,0
"spot 540",0,15,14,16,0,19,0,21,0,0,3,0,0,5,0,3,0,0,0,8
"spot 541",9,0,0,28,0,0,16,13,7,4,4,10,0,9,0,6,8,2,6,4
"spot 542",0,14,13,23,11,0,0,0,11,0,0,13,5,0,0,0,9,2,0,4
"spot 543",18,0,0,15,14,0,0,0,0,0,5,11,8,0,6,0,0,0,0,9
"spot 544",13,0,0,0,0,0,0,0,10,23,2,15,0,6,0,0,0,1,0,0
"spot 545",0,0,2,0,0,3,0,0,5,0,1,7,8,7,4,0,0,2,0,4
"spot 546",0,0,0,6,0,2,1,4,0,3,0,0,0,10,9,0,13,9,0,4
"spot 547",0,0,1,0,3,0,0,0,0,0,2,0,5,8,0,0,0,0,0,5
"spot 548",1,0,0,0,5,4,0,0,0,5,1,0,0,7,4,0,8,0,0,0
"spot 549",1,0,4,6,1,4,2,5,1,0,0,13,0,0,0,3,0,7,0,0
"spot 550",0,0,3,0,0,3,0,0,1,0,7,11,1,7,4,0,9,0,0,7
"spot 551",3,0,0,5,0,5,0,0,0,0,0,5,3,0,4,1,0,9,3,5
"spot 552",0,0,0,5,0,3,0,0,0,0,0,0,3,0,9,2,0,0,3,0
"spot 553",0,0,5,7,0,0,0,0,2,1,0,0,0,0,9,9,6,0,20,0
"spot 554",0,4,0,0,3,0,0,8,0,2,3,7,1,0,4,0,0,0,0,0
"spot 555",0,11,0,0,0,0,0,8,0,0,2,11,0,0,0,0,6,0,0,12
"spot 556",8,7,3,0,1,4,6,8,1,7,0,12,9,0,7,0,8,0,0,0
"spot 557",0,5,0,0,14,6,0,7,7,14,4,13,0,9,0,0,13,3,18,0
"spot 558",0,4,7,6,7,6,0,0,6,0,3,5,4,6,2,0,8,0,13,0
"spot 559",9,0,0,12,0,0,4,23,0,0,0,14,3,0,0,0,0,0,0,4
"spot 560",20,19,9,14,11,10,3,14,12,0,0,0,9,0,0,0,0,0,0,0
"spot 561",11,8,7,0,0,9,0,0,0,0,5,14,5,0,0,0,13,0,8,0
"spot 562",0,9,4,11,4,0,5,1,5,2,0,5,4,0,9,3,0,9,3,0
"spot 563",7,5,8,0,5,6,14,0,8,6,6,0,0,3,0,0,0,3,0,0
"spot 564",0,0,0,0,0,4,10,0,0,0,0,7,0,5,8,0,0,3,6,6
"spot 565",0,0,0,15,6,13,10,7,15,0,7,17,0,4,5,1,0,1,5,0
"spot 566",10,0,4,23,0,0,19,17,0,8,0,0,0,0,6,0,7,0,0,0
"spot 567",0,0,10,22,0,0,7,0,13,11,8,12,0,0,0,0,0,0,0,0
"spot 568",0,10,0,0,0,7,0,15,10,3,0,11,0,0,0,0,0,0,0,7
"spot 569",15,0,12,0,0,0,0,0,20,0,0,14,0,0,7,2,0,0,0,1
"spot 570",17,9,14,23,6,0,17,23,16,0,8,0,0,0,0,0,4,0,0,3
"spot 571",7,16,0,0,0,17,16,0,6,0,0,15,0,5,0,3,6,0,9,0
"spot 572",0,21,6,17,5,11,6,16,6,0,0,17,10,0,0,2,6,0,0,9
"spot 573",21,0,13,0,0,10,0,37,0,0,0,14,6,8,16,2,11,8,0,9
"spot 574",0,0,15,33,0,0,0,27,17,13,6,15,0,7,9,0,0,5,8,11
"spot 575",21,40,21,59,9,14,0,21,17,26,0,0,8,0,9,0,0,5,0,9
"spot 576",0,0,11,21,8,16,0,0,0,10,0,14,0,0,0,3,6,2,6,0
"spot 577",0,4,3,0,1,2,0,0,2,0,0,6,9,0,2,2,6,0,10,4
"spot 578",0,6,0,4,0,1,3,0,0,0,0,10,5,0,9,2,3,0,0,0
"spot 579",0,3,3,0,0,4,3,2,0,0,6,0,0,0,0,3,0,1,3,6
"spot 580",0,0,0,0,0,0,7,0,0,4,2,4,0,7,0,0,4,0,5,8
"spot 581",0,0,3,0,5,0,9,0,5,0,1,17,7,0,8,3,9,6,7,3
"spot 582",4,4,1,6,3,7,3,0,0,6,3,15,0,0,13,3,5,10,4,0
"spot 583",0,0,1,8,10,0,6,0,1,4,0,4,0,5,0,0,0,0,0,5
"spot 584",0,0,5,0,0,0,4,0,0,6,4,14,5,0,0,0,8,0,9,5
"spot 585",0,0,0,0,0,2,0,7,0,7,6,0,0,0,0,0,0,0,16,0
"spot 586",0,0,2,15,4,7,7,1,0,0,3,16,0,5,3,7,9,4,0,8
"spot 587",10,0,3,0,0,4,0,0,0,0,4,13,7,9,0,0,0,0,8,17
"spot 588",0,0,0,0,10,0,0,0,0,6,0,21,7,0,5,1,4,3,10,9
"spot 589",0,4,0,0,0,0,0,3,0,5,5,0,6,1,0,1,5,6,0,0
"spot 590",6,0,6,16,1,9,14,5,0,9,8,9,0,0,7,8,8,10,0,0
"spot 591",11,13,8,0,0,10,0,0,6,0,3,0,0,3,0,6,0,0,0,0
"spot 592",0,8,8,0,4,0,6,0,0,9,0,0,10,5,4,0,0,6,0,0
"spot 593",0,6,5,14,6,11,7,6,0,9,5,10,0,0,10,0,0,4,11,6
"spot 594",8,12,0,14,2,1,0,0,5,6,0,11,3,0,0,0,0,4,2,0
"spot 595",14,13,0,17,0,0,0,0,15,0,0,12,0,0,0,5,0,0,0,3
"spot 596",4,13,4,12,0,0,4,0,0,13,2,20,11,2,0,6,11,0,10,17
"spot 597",13,7,0,0,8,0,0,0,12,8,0,7,7,0,10,0,0,4,2,9
"spot 598",19,9,0,22,2,0,0,14,4,0,0,8,3,13,9,0,8,7,0,0
"spot 599",6,14,0,0,0,13,0,7,7,0,6,9,0,0,0,0,6,5,0,0
"spot 600",16,0,0,0,5,13,7,15,0,0,2,4,7,0,0,4,10,0,3,7
"spot 601",0,0,0,0,0,15,18,23,19,17,0,7,0,0,14,0,0,5,11,8
