"","gene 1","gene 2","gene 3","gene 4","gene 5","gene 6","gene 7","gene 8","gene 9","gene 10","gene 11","gene 12","gene 13","gene 14","gene 15","gene 16","gene 17","gene 18","gene 19","gene 20"
"spot 300",1,0,0,0,0,9,0,0,2,0,5,3,6,5,0,7,7,0,7,3
"spot 301",0,4,8,2,0,5,2,2,0,3,8,0,0,4,5,0,0,0,9,5
"spot 302",0,0,0,0,5,0,6,1,0,10,34,0,23,0,0,24,0,0,0,8
"spot 303",2,0,3,5,3,5,4,0,0,0,12,0,0,4,3,8,3,0,10,1
"spot 304",0,0,0,1,0,7,0,1,3,0,0,0,2,5,0,8,8,1,8,2
"spot 305",0,2,0,0,4,0,2,2,2,0,0,0,0,0,0,0,0,2,8,3
"spot 306",0,3,0,2,0,5,0,0,0,0,12,0,0,3,2,0,8,0,0,0
"spot 307",2,3,0,0,0,0,5,1,4,0,0,9,0,0,0,10,0,0,6,15
"spot 308",5,0,18,0,11,9,8,0,0,0,6,1,8,0,0,0,0,0,0,12
"spot 309",2,4,0,0,0,0,0,6,1,0,0,4,0,8,0,16,10,0,0,7
"spot 310",0,9,6,0,0,0,3,0,3,0,0,0,0,0,5,0,8,4,0,8
"spot 311",5,0,3,0,2,0,0,0,0,6,8,0,10,7,0,6,5,0,5,4
"spot 312",3,0,13,6,11,0,3,2,0,0,7,0,5,3,0,0,2,0,8,0
"spot 313",0,8,0,0,13,8,9,2,0,1,0,0,0,7,3,0,5,0,0,0
"spot 314",0,0,19,7,0,16,8,0,7,10,0,0,6,0,2,19,3,1,0,8
"spot 315",0,0,0,0,6,0,10,0,0,0,18,3,5,4,0,11,8,0,0,0
"spot 316",0,2,0,0,10,0,16,0,6,16,10,7,4,0,0,12,6,1,0,0
"spot 317",7,2,11,9,3,0,0,0,0,0,13,0,9,0,0,0,0,3,13,0
"spot 318",0,0,52,0,0,0,13,0,0,0,0,3,0,3,5,0,0,0,8,0
"spot 319",3,0,32,0,0,0,11,4,0,8,6,0,0,0,0,0,2,0,0,7
"spot 320",0,9,0,10,7,23,7,12,0,0,6,0,0,3,6,10,1,0,0,0
"spot 321",0,0,0,1,0,3,0,0,0,0,0,2,0,2,0,0,0,0,9,1
"spot 322",2,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,2
"spot 323",0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,5,0
"spot 324",0,2,3,0,0,0,2,0,2,0,0,9,10,0,0,22,0,4,0,2
"spot 325",0,0,0,0,4,3,1,0,0,1,0,0,8,0,0,0,1,0,0,1
"spot 326",2,1,0,1,0,0,0,0,0,0,10,5,0,0,0,0,6,0,6,0
"spot 327",2,0,2,1,0,2,0,0,0,0,8,4,0,0,0,0,3,0,0,0
"spot 328",0,0,0,0,1,2,2,0,2,0,0,0,0,0,0,18,9,0,8,3
"spot 329",0,0,0,0,0,1,4,0,1,2,2,9,0,0,3,9,0,0,0,3
"spot 330",0,0,3,0,1,4,3,2,0,3,5,4,2,0,1,0,0,0,6,1
"spot 331",1,0,5,0,0,10,6,0,1,0,12,5,0,8,0,0,0,0,12,0
"spot 332",2,0,0,1,5,4,8,1,2,0,0,6,11,8,1,0,0,4,8,0
"spot 333",0,0,2,0,0,0,0,4,2,4,15,4,11,0,4,16,12,0,9,3
"spot 334",2,2,8,0,5,3,0,0,3,3,0,0,11,21,6,0,15,0,18,6
"spot 335",0,3,0,2,3,0,0,0,0,0,7,3,4,0,0,0,1,0,4,0
"spot 336",0,0,8,4,0,0,7,0,0,0,9,0,0,2,1,0,0,0,0,1
"spot 337",0,0,0,0,0,4,7,0,0,0,11,0,0,3,0,4,4,0,0,0
"spot 338",0,1,0,0,0,0,1,4,0,2,0,0,0,0,0,4,5,0,4,1
"spot 339",0,4,2,1,0,0,0,0,8,0,9,0,1,9,0,0,0,3,0,1
"spot 340",0,0,10,0,5,3,0,0,0,4,3,6,3,0,3,11,10,0,3,0
"spot 341",6,4,0,6,0,0,4,0,2,9,0,4,0,4,0,0,0,1,7,6
"spot 342",2,0,9,6,0,20,8,0,6,0,11,0,4,5,0,32,0,0,0,0
"spot 343",3,2,13,3,0,13,0,1,3,6,0,0,0,7,0,0,0,3,8,3
"spot 344",5,10,0,0,8,0,0,2,0,0,0,3,0,5,2,0,4,0,0,0
"spot 345",0,5,0,2,0,25,9,1,0,6,0,10,9,0,2,13,0,0,7,0
"spot 346",7,8,22,0,0,18,9,0,3,0,0,12,0,3,4,23,0,0,0,1
"spot 347",0,0,13,0,16,0,0,0,5,0,0,0,6,7,0,0,5,0,7,0
"spot 348",8,0,19,9,16,26,13,0,5,0,0,0,0,4,0,20,7,3,0,6
"spot 349",7,6,0,8,8,13,11,0,6,0,0,0,0,7,0,15,0,0,0,0
"spot 350",11,17,43,18,0,27,13,4,0,0,7,0,0,0,6,24,0,0,0,6
"spot 351",0,11,0,14,6,0,14,11,0,0,0,0,0,0,0,0,0,0,3,0
"spot 352",9,0,32,15,0,0,28,14,0,16,0,0,6,0,0,0,0,0,8,0
"spot 353",0,0,0,0,0,1,0,0,0,1,10,3,0,0,0,3,6,1,2,0
"spot 354",0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,1,4,0
"spot 355",1,0,2,1,2,0,0,0,0,0,0,1,0,0,0,7,0,0,12,0
"spot 356",1,3,2,1,1,0,1,1,0,0,7,0,5,3,0,12,8,0,9,1
"spot 357",0,1,0,3,0,0,0,0,1,0,0,0,6,0,4,6,4,0,9,0
"spot 358",0,1,5,0,1,0,0,0,3,1,0,0,8,10,3,0,9,0,3,0
"spot 359",0,0,4,1,0,3,0,0,1,0,8,10,0,0,0,11,0,0,0,0
"spot 360",0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0
"spot 361",0,0,4,0,3,3,0,0,3,0,15,12,0,0,0,0,0,0,6,13
"spot 362",0,0,0,1,2,0,0,0,0,0,0,6,8,0,0,0,10,0,7,10
"spot 363",3,0,9,0,0,3,3,1,0,4,9,4,5,0,0,0,6,0,15,3
"spot 364",0,0,0,1,0,0,1,0,0,0,10,0,0,5,0,0,5,0,0,0
"spot 365",0,0,0,0,2,3,1,2,1,1,8,0,7,3,0,0,0,3,0,1
"spot 366",0,6,5,5,0,10,1,3,0,0,12,0,0,0,0,0,0,2,0,5
"spot 367",0,2,0,0,5,0,1,0,2,1,0,0,10,0,0,0,3,1,0,6
"spot 368",0,0,0,0,1,8,2,0,0,0,9,0,0,5,0,0,0,0,10,1
"spot 369",0,0,6,2,3,2,5,0,2,0,0,0,0,0,0,0,4,2,3,0
"spot 370",6,0,15,1,4,6,1,1,9,0,19,0,0,0,10,0,7,0,0,0
"spot 371",0,4,5,3,5,5,0,5,2,6,0,0,3,5,3,7,7,0,6,3
"spot 372",0,0,15,0,0,0,8,7,0,3,11,4,0,0,0,17,0,1,12,0
"spot 373",13,3,0,9,0,0,9,0,4,6,0,16,0,0,0,0,24,0,0,0
"spot 374",5,7,0,3,2,0,0,0,0,9,0,0,0,0,0,20,3,0,0,0
"spot 375",0,7,26,5,8,0,7,0,2,0,7,5,0,6,0,21,14,0,0,0
"spot 376",3,0,0,4,0,0,5,3,4,3,5,4,7,0,6,0,0,0,0,3
"spot 377",0,0,0,8,0,0,0,6,0,11,23,0,0,0,6,19,13,0,0,5
"spot 378",0,0,0,9,0,0,8,6,0,0,11,0,8,0,3,5,0,0,0,0
"spot 379",0,0,0,0,0,0,10,5,0,0,7,0,0,5,4,10,11,2,2,8
"spot 380",0,3,0,9,10,22,0,10,9,0,0,0,0,0,1,0,0,1,0,0
"spot 381",0,3,17,0,0,18,12,0,8,15,11,5,2,0,0,13,2,0,0,3
"spot 382",0,0,31,0,0,0,9,0,0,10,10,5,7,0,3,0,0,0,5,0
"spot 383",0,9,0,0,0,0,0,7,12,5,0,3,0,0,0,11,4,0,5,1
"spot 384",0,0,0,11,0,51,18,0,0,14,0,0,9,5,3,0,5,0,0,9
"spot 385",0,0,0,1,0,4,0,0,0,0,16,0,5,4,0,0,6,4,11,0
"spot 386",0,1,2,0,0,0,0,1,0,1,6,0,8,0,4,20,0,1,0,0
"spot 387",0,0,0,0,3,1,0,1,0,2,10,5,5,0,0,7,12,1,0,0
"spot 388",1,0,0,0,0,0,0,0,1,0,0,8,0,0,7,17,9,0,0,5
"spot 389",1,1,1,0,1,7,0,0,0,0,7,3,4,0,0,11,0,3,0,1
"spot 390",0,0,5,0,1,0,1,0,0,0,0,0,2,3,0,5,0,0,2,0
"spot 391",2,0,0,1,0,0,1,1,2,0,12,0,10,0,6,13,11,0,10,11
"spot 392",0,0,0,5,0,7,0,0,1,3,0,0,3,0,0,0,7,0,0,0
"spot 393",0,0,10,0,0,0,0,0,0,0,12,3,5,7,0,10,0,0,0,3
"spot 394",1,0,0,0,0,14,5,0,0,0,28,0,25,0,0,38,12,0,0,0
"spot 395",0,0,0,4,0,1,0,2,1,0,5,1,12,0,0,0,8,0,0,7
"spot 396",2,2,3,1,1,4,0,0,1,0,0,5,0,3,0,0,0,1,8,0
"spot 397",0,1,5,1,0,0,2,0,1,3,11,2,7,0,0,6,0,0,4,4
"spot 398",0,1,4,1,0,0,0,2,0,0,7,0,0,3,2,5,6,2,4,0
"spot 399",0,0,0,0,3,0,0,0,0,1,0,0,0,4,1,0,2,0,1,0
"spot 400",0,8,0,0,5,13,0,3,3,0,8,0,0,0,0,0,5,0,0,5
"spot 401",7,6,9,6,0,9,1,2,3,0,0,7,12,0,0,6,4,1,11,5
"spot 402",1,2,11,4,11,8,7,0,0,0,0,0,11,0,7,0,0,0,0,0
"spot 403",0,0,7,0,0,6,0,4,0,2,0,0,0,0,0,17,0,0,0,0
"spot 404",0,4,10,0,0,0,0,2,0,0,0,0,0,0,5,10,13,6,6,0
"spot 405",0,0,0,6,4,7,0,0,0,0,9,0,7,0,0,7,12,0,5,0
"spot 406",0,8,17,12,5,0,7,0,3,4,14,0,11,0,6,0,0,0,15,2
"spot 407",4,15,10,3,0,0,16,0,0,6,10,8,0,0,3,0,0,0,0,0
"spot 408",2,7,19,0,3,27,0,5,0,0,0,0,8,4,0,0,3,2,0,0
"spot 409",0,0,24,4,4,17,13,0,0,3,0,0,6,0,0,12,0,5,0,6
"spot 410",0,8,28,13,10,0,13,7,3,14,23,12,7,0,5,10,6,0,5,5
"spot 411",4,0,0,14,0,0,0,0,1,8,0,0,0,0,0,21,0,4,0,0
"spot 412",10,0,29,6,10,0,5,0,9,8,13,0,3,5,2,11,7,0,11,0
"spot 413",11,14,0,0,15,0,0,0,0,0,0,4,9,13,2,19,0,2,14,0
"spot 414",0,5,43,11,0,19,14,5,0,10,0,0,0,0,1,0,5,0,0,5
"spot 415",0,15,23,0,0,0,25,6,0,0,7,0,0,0,0,0,0,0,15,0
"spot 416",18,0,40,9,0,0,16,0,0,0,10,0,0,0,7,15,0,4,9,0
"spot 417",0,0,0,0,0,0,2,1,0,0,0,6,6,0,7,0,5,2,5,3
"spot 418",0,2,1,1,0,0,0,0,0,0,6,0,2,0,0,0,0,1,1,0
"spot 419",0,0,0,1,0,4,3,0,0,0,0,3,2,0,0,0,0,0,3,4
"spot 420",0,2,0,0,1,0,0,0,0,0,0,7,0,3,0,8,5,0,9,5
"spot 421",0,0,6,0,1,0,3,0,3,3,15,0,0,0,0,0,0,3,5,4
"spot 422",0,0,7,0,1,0,0,0,0,0,5,5,4,6,0,16,0,1,3,0
"spot 423",1,0,0,0,0,3,0,1,0,3,9,0,8,3,3,11,11,2,5,3
"spot 424",1,0,2,0,0,0,0,0,0,0,0,0,5,3,4,0,3,0,7,0
"spot 425",3,0,0,1,0,0,1,1,0,0,0,4,2,0,0,0,6,0,0,0
"spot 426",0,0,6,0,0,4,2,1,0,0,6,5,4,0,0,0,7,0,0,0
"spot 427",0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,10,0,0,1
"spot 428",0,0,0,3,0,0,0,0,3,2,0,0,0,0,2,0,2,0,2,0
"spot 429",2,0,8,0,1,8,5,0,0,0,9,0,2,4,1,0,0,1,0,6
"spot 430",0,0,0,3,0,0,2,3,1,0,9,4,3,1,0,15,0,2,6,0
"spot 431",3,0,0,3,1,2,0,0,2,1,10,7,0,4,0,7,0,0,0,0
"spot 432",2,2,0,0,0,5,4,3,0,0,0,7,0,0,0,0,6,2,7,0
"spot 433",1,1,0,4,0,7,0,1,3,5,0,2,0,5,0,0,0,1,4,9
"spot 434",0,0,10,0,0,0,0,0,0,4,10,0,11,6,0,13,12,0,0,3
"spot 435",0,6,0,0,8,0,0,2,0,7,17,0,10,0,4,0,0,0,5,3
"spot 436",1,0,8,0,0,0,3,0,0,0,8,0,4,0,0,4,0,0,0,0
"spot 437",8,0,14,0,0,0,0,4,1,0,0,3,12,0,2,0,15,2,0,0
"spot 438",5,9,12,0,7,0,0,0,0,0,0,0,0,3,0,0,5,0,0,2
"spot 439",0,8,0,7,0,24,0,5,0,0,0,7,10,0,0,0,5,0,2,3
"spot 440",0,0,0,9,10,0,9,3,0,0,0,4,6,0,10,0,0,1,0,0
"spot 441",0,5,10,0,0,0,8,0,0,11,9,0,0,6,1,9,0,0,8,5
"spot 442",6,0,0,0,0,22,0,3,3,11,4,0,10,0,3,0,5,0,10,0
"spot 443",0,0,0,12,0,0,7,8,11,0,11,10,0,0,10,21,6,4,0,0
"spot 444",0,0,0,17,0,0,22,0,0,13,7,2,0,13,0,17,7,0,6,0
"spot 445",0,16,46,0,16,46,0,24,0,0,0,7,5,13,0,0,15,0,11,9
"spot 446",6,8,0,0,16,28,6,0,4,0,0,0,6,7,3,0,0,6,9,0
"spot 447",0,17,28,9,9,35,12,10,3,0,12,0,3,6,3,15,0,4,11,0
"spot 448",12,26,38,0,0,38,21,7,7,0,0,4,7,9,0,0,5,0,0,4
"spot 449",0,0,2,0,1,0,1,2,0,0,0,5,4,0,6,15,0,0,8,4
"spot 450",3,4,0,0,1,1,0,0,1,0,0,0,11,0,0,0,8,3,0,5
"spot 451",2,0,0,0,2,4,0,0,0,3,16,0,6,9,0,9,9,0,11,1
"spot 452",0,0,4,0,1,0,2,0,0,0,0,8,3,9,5,15,12,0,15,0
"spot 453",0,1,5,0,3,3,1,0,0,4,12,0,9,0,0,0,8,4,8,1
"spot 454",4,2,5,0,0,3,0,0,0,4,0,0,9,6,4,15,0,0,12,0
"spot 455",2,3,0,4,4,0,0,2,0,0,9,0,3,6,0,0,0,0,0,6
"spot 456",0,3,0,0,1,0,2,3,1,0,0,7,0,0,0,26,3,4,0,0
"spot 457",0,0,3,0,0,3,2,0,1,0,0,0,6,0,0,0,0,1,0,0
"spot 458",3,2,0,0,3,0,0,1,2,0,12,0,7,6,3,0,0,1,1,0
"spot 459",0,0,0,2,0,8,4,0,2,5,0,2,0,0,2,17,9,0,0,0
"spot 460",3,5,0,0,3,9,0,0,0,4,14,5,9,0,0,0,0,0,7,2
"spot 461",2,5,0,0,4,0,0,0,6,0,14,7,0,0,4,9,0,3,18,7
"spot 462",1,3,11,0,0,0,2,0,0,2,13,0,0,0,3,0,4,0,0,0
"spot 463",3,0,0,6,0,0,6,0,0,0,0,4,0,4,2,8,0,1,0,0
"spot 464",0,3,0,2,0,4,0,0,4,1,7,15,5,6,3,9,0,0,10,0
"spot 465",0,0,0,5,1,0,3,1,3,2,0,0,4,6,2,9,8,3,4,0
"spot 466",0,0,14,0,0,0,6,3,0,6,0,0,0,0,5,18,0,4,5,0
"spot 467",1,0,0,0,4,0,11,0,3,7,0,0,6,0,0,8,0,0,5,7
"spot 468",2,0,0,0,0,20,11,1,0,9,4,0,0,0,0,0,0,0,0,0
"spot 469",0,0,0,0,16,27,11,2,0,12,10,0,0,7,4,0,10,0,12,9
"spot 470",3,5,0,6,9,21,9,3,0,14,22,0,0,9,0,0,0,0,0,3
"spot 471",5,0,0,4,0,16,9,6,0,0,0,9,0,0,2,10,0,0,7,0
"spot 472",11,9,0,7,0,27,17,3,0,0,0,0,0,0,9,0,0,2,0,7
"spot 473",0,13,0,21,14,0,0,0,3,0,0,0,10,4,0,14,0,0,0,0
"spot 474",10,0,30,10,0,34,0,0,2,0,5,6,0,0,0,14,0,0,0,3
"spot 475",0,0,0,19,10,0,30,0,16,13,0,0,0,0,2,23,0,6,0,0
"spot 476",11,13,0,0,15,36,0,8,7,0,9,0,13,0,0,0,6,2,0,0
"spot 477",17,0,0,10,0,29,11,10,12,0,9,6,0,4,0,26,2,1,8,5
"spot 478",22,0,27,6,0,0,0,5,0,0,0,8,0,0,7,0,0,2,0,3
"spot 479",0,0,34,27,20,43,0,6,12,0,7,11,0,0,1,0,0,3,0,4
"spot 480",0,23,0,0,0,0,52,0,0,0,9,13,0,8,3,12,0,1,17,4
"spot 481",0,0,0,2,0,2,0,0,0,1,0,5,3,0,0,8,3,2,5,5
"spot 482",2,2,1,1,3,2,1,0,3,0,12,8,0,7,7,0,10,0,0,0
"spot 483",0,2,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,9,0
"spot 484",2,0,1,2,0,0,0,0,1,0,3,0,7,2,1,0,0,2,7,1
"spot 485",0,0,0,0,0,0,3,1,0,0,5,3,5,4,0,10,2,0,5,4
"spot 486",2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,5
"spot 487",2,0,4,0,1,4,0,0,0,0,6,4,3,0,0,0,1,0,0,1
"spot 488",0,0,0,2,0,0,1,2,0,0,0,1,4,0,0,0,0,0,6,4
"spot 489",0,1,0,2,1,0,1,0,2,0,12,3,0,0,0,9,0,0,4,0
"spot 490",0,4,2,1,0,0,0,0,4,0,5,0,9,0,4,4,9,0,3,5
"spot 491",1,1,0,1,0,0,0,2,0,0,7,0,0,0,6,10,0,0,2,0
"spot 492",3,0,0,0,0,0,1,0,0,0,9,1,0,0,4,0,0,0,0,1
"spot 493",2,6,0,0,0,0,5,1,0,4,1,0,0,0,0,0,0,0,5,4
"spot 494",0,0,0,7,6,0,0,10,6,0,0,0,0,0,2,0,13,0,12,7
"spot 495",0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0
"spot 496",3,4,0,0,4,0,10,0,0,3,0,0,0,0,1,19,0,0,0,7
"spot 497",4,0,14,0,4,16,4,0,0,3,0,5,0,0,3,0,9,4,5,6
"spot 498",0,3,15,3,0,17,0,5,0,0,15,21,7,12,5,17,5,0,5,0
"spot 499",0,0,0,3,0,16,0,5,3,0,9,5,3,2,4,0,0,3,10,0
"spot 500",4,4,5,9,0,14,0,2,0,0,0,0,0,4,5,2,0,0,0,6
"spot 501",7,0,21,0,5,30,0,6,9,0,0,0,0,0,0,0,0,0,6,6
"spot 502",0,7,16,11,14,0,0,0,5,0,15,12,4,9,0,0,0,6,8,6
"spot 503",8,11,15,0,0,0,17,4,0,0,8,0,8,6,7,0,0,3,0,4
"spot 504",0,0,0,0,5,19,0,0,0,0,0,0,0,10,0,0,0,0,0,0
"spot 505",9,0,0,10,0,38,0,0,0,13,0,0,11,3,7,17,15,0,7,11
"spot 506",7,13,0,8,18,51,0,0,12,0,14,4,10,0,13,0,0,3,0,8
"spot 507",10,0,0,11,19,27,0,0,9,16,12,0,0,0,0,25,0,0,6,9
"spot 508",0,0,34,0,25,53,0,6,0,0,14,0,0,0,4,14,0,5,0,7
"spot 509",9,0,31,19,15,0,0,0,8,0,14,6,5,4,2,0,6,2,16,0
"spot 510",20,30,0,0,30,54,36,10,17,23,6,0,13,0,7,24,0,0,0,3
"spot 511",17,0,60,0,0,54,32,5,23,16,0,15,12,6,2,12,0,0,8,0
"spot 512",0,0,0,0,19,50,0,0,19,10,1,10,0,0,0,21,2,0,8,4
"spot 513",0,0,0,0,2,0,0,1,1,0,12,0,0,4,2,12,4,0,0,0
"spot 514",0,0,0,0,0,4,4,2,4,0,10,9,0,3,4,0,7,0,9,0
"spot 515",1,1,0,0,0,0,0,0,0,0,6,0,0,0,5,12,5,0,0,0
"spot 516",0,0,6,2,4,6,2,1,0,0,5,3,0,0,3,0,6,0,0,0
"spot 517",0,1,1,0,1,0,1,0,0,0,0,3,4,0,0,5,3,0,0,3
"spot 518",0,3,0,4,0,0,0,3,0,0,9,1,4,0,0,11,9,0,0,3
"spot 519",0,0,8,0,0,0,1,0,0,2,0,8,0,0,0,10,0,1,0,0
"spot 520",0,1,6,0,3,0,0,0,2,0,0,3,0,0,7,0,6,0,0,2
"spot 521",0,1,0,2,0,5,2,1,0,0,8,3,1,0,0,4,0,0,1,0
"spot 522",0,0,6,0,0,6,0,3,0,4,0,5,0,5,3,0,5,0,0,0
"spot 523",0,2,10,1,1,5,0,0,0,4,0,0,0,4,0,0,0,0,0,0
"spot 524",0,1,0,3,0,8,0,0,4,0,11,5,3,5,0,0,0,0,6,0
"spot 525",6,0,0,5,3,5,0,1,0,2,0,11,0,0,0,14,0,4,0,6
"spot 526",0,3,0,2,4,0,4,1,0,0,0,0,0,2,0,0,3,0,0,0
"spot 527",1,2,7,4,2,15,0,0,5,0,0,6,0,5,0,0,7,0,0,0
"spot 528",0,0,0,0,6,0,3,0,0,3,0,0,2,7,0,0,0,0,4,0
"spot 529",3,4,0,0,3,0,10,1,0,0,0,0,2,4,4,15,0,0,10,5
"spot 530",0,0,0,3,9,11,0,2,0,2,0,10,4,0,0,0,0,0,0,0
"spot 531",6,0,10,0,12,9,9,0,0,0,4,0,4,6,3,0,2,3,0,3
"spot 532",0,11,23,0,0,31,11,0,5,0,13,0,0,0,0,0,0,0,11,5
"spot 533",2,3,14,5,8,8,0,5,4,0,0,2,4,5,0,11,0,0,0,2
"spot 534",0,0,7,9,0,12,0,0,4,0,5,0,0,2,0,15,5,0,1,1
"spot 535",5,0,7,10,0,0,6,1,0,2,0,0,2,0,0,7,0,3,0,0
"spot 536",7,0,0,0,0,15,11,5,0,4,10,0,0,4,0,0,0,0,7,2
"spot 537",7,8,0,2,0,12,12,0,0,8,8,2,1,0,0,0,2,0,2,0
"spot 538",5,0,13,0,0,15,0,8,10,5,0,0,3,3,6,0,5,2,6,2
"spot 539",9,5,22,11,0,0,7,5,5,8,5,4,0,0,0,0,2,0,0,0
"spot 540",0,7,22,17,18,17,9,0,7,4,8,0,0,2,0,20,0,1,9,0
"spot 541",6,11,0,0,0,20,19,0,0,0,0,0,5,7,0,0,0,0,1,4
"spot 542",8,0,23,14,15,0,0,0,0,10,0,8,0,0,1,0,6,1,6,0
"spot 543",11,13,0,0,22,35,20,0,0,11,0,0,0,1,1,0,2,0,0,3
"spot 544",10,9,0,12,13,48,28,8,0,21,3,4,2,0,3,5,4,0,8,1
"spot 545",0,2,0,0,0,0,0,0,0,3,0,3,8,0,2,17,0,3,5,0
"spot 546",0,0,1,0,0,1,0,0,0,0,10,6,3,0,5,0,0,1,2,2
"spot 547",2,0,3,2,0,0,0,0,1,0,9,9,8,0,3,0,5,1,0,4
"spot 548",2,1,0,0,2,0,5,0,4,3,0,0,6,0,4,0,4,1,6,6
"spot 549",0,1,4,0,7,0,3,0,0,0,6,0,10,3,3,12,5,0,6,6
"spot 550",2,2,5,1,1,3,2,0,0,4,11,0,9,0,1,15,0,3,0,6
"spot 551",0,0,4,0,1,0,6,1,0,0,3,6,0,7,0,0,2,5,0,2
"spot 552",2,0,5,0,1,8,5,1,0,0,0,6,0,6,0,10,0,0,0,2
"spot 553",0,0,10,4,0,0,2,2,0,0,0,9,5,2,0,5,0,0,8,0
"spot 554",2,3,13,2,0,6,6,0,2,2,0,5,0,0,1,0,0,1,0,0
"spot 555",2,6,0,0,1,4,5,3,0,0,0,5,0,7,0,8,4,0,0,3
"spot 556",0,0,0,0,0,8,0,3,2,3,4,0,5,5,0,0,0,2,4,5
"spot 557",2,1,3,0,0,10,1,0,1,1,1,5,7,0,0,7,0,0,0,6
"spot 558",0,5,5,0,3,15,8,0,0,0,3,0,0,0,0,0,4,1,4,0
"spot 559",0,4,0,0,2,10,6,1,5,0,0,0,3,0,0,0,3,3,1,2
"spot 560",0,4,0,4,0,0,0,0,2,0,9,3,0,0,5,0,6,0,3,0
"spot 561",0,0,0,0,4,8,0,0,8,0,0,10,0,9,0,0,0,0,5,0
"spot 562",4,4,0,4,0,0,0,6,0,0,10,0,3,7,0,17,0,2,7,4
"spot 563",2,0,0,0,7,10,0,5,0,3,5,3,7,0,9,13,1,3,0,0
"spot 564",0,0,0,0,14,0,11,2,0,5,0,0,5,0,2,27,0,0,9,1
"spot 565",0,0,19,0,11,0,6,3,0,1,6,0,6,0,1,19,3,0,0,0
"spot 566",3,0,12,4,6,0,0,1,4,2,0,6,0,0,0,0,0,0,0,0
"spot 567",0,5,13,0,9,11,9,6,0,0,3,5,4,0,0,0,0,1,7,0
"spot 568",0,7,11,9,0,0,0,0,0,0,4,0,2,3,0,0,0,3,2,0
"spot 569",3,6,20,0,4,11,14,0,0,6,7,2,0,0,0,14,0,2,4,0
"spot 570",0,0,0,8,0,0,4,0,14,0,7,2,4,0,0,0,0,1,2,3
"spot 571",0,0,26,0,10,0,14,0,0,6,0,4,8,1,0,6,0,0,0,0
"spot 572",0,15,48,10,0,33,0,5,7,4,4,12,0,6,2,0,0,0,0,7
"spot 573",0,0,15,16,0,0,0,0,0,0,4,2,4,1,3,10,3,0,0,0
"spot 574",0,11,0,0,8,23,19,7,12,0,0,2,6,0,2,6,3,1,4,3
"spot 575",11,7,0,0,0,50,17,6,15,13,0,0,0,0,0,0,6,0,0,5
"spot 576",15,0,0,11,19,0,0,2,11,0,0,0,0,0,0,0,4,1,0,1
"spot 577",1,1,0,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0
"spot 578",0,0,2,1,0,7,4,0,0,0,0,0,0,0,2,0,8,0,0,3
"spot 579",1,0,1,1,0,4,0,0,0,0,7,0,2,7,2,0,3,0,4,0
"spot 580",0,0,0,2,0,1,0,3,0,3,0,1,0,6,0,14,9,0,0,0
"spot 581",4,2,4,2,0,3,0,0,0,0,0,5,3,0,0,0,0,3,5,2
"spot 582",3,0,0,0,1,3,3,0,0,0,0,0,2,3,3,0,8,3,6,0
"spot 583",1,1,0,2,1,1,0,1,0,1,0,1,7,3,0,14,0,2,0,5
"spot 584",1,2,0,5,0,0,3,2,0,0,4,0,4,5,3,8,10,0,5,3
"spot 585",0,0,0,1,5,9,2,0,0,0,9,0,5,0,0,12,9,3,0,0
"spot 586",0,1,7,0,0,9,0,0,0,0,4,5,0,0,0,0,4,0,14,4
"spot 587",0,2,4,0,5,9,0,1,0,5,8,0,0,1,4,0,0,0,6,0
"spot 588",2,0,0,0,0,0,0,4,1,0,0,0,0,7,2,0,0,0,4,0
"spot 589",5,0,13,4,4,0,0,0,0,1,0,6,0,7,0,10,5,1,9,5
"spot 590",3,0,0,5,4,0,5,0,0,0,0,0,0,0,3,0,0,0,6,0
"spot 591",4,0,10,6,5,14,0,3,4,0,0,0,8,6,8,16,0,0,0,8
"spot 592",0,0,12,0,3,0,3,3,0,4,13,0,8,0,0,0,8,1,6,4
"spot 593",0,0,15,2,0,0,3,0,0,0,0,0,0,0,0,6,10,5,0,0
"spot 594",0,7,0,1,0,7,8,3,1,5,6,0,0,0,1,0,0,0,5,1
"spot 595",8,0,0,0,4,0,0,2,0,0,0,4,9,6,0,0,6,0,6,0
"spot 596",10,0,0,16,0,0,0,8,0,0,18,0,8,0,0,31,15,5,5,0
"spot 597",6,4,0,0,11,0,10,4,0,0,0,0,2,1,2,2,3,0,0,1
"spot 598",5,0,7,7,15,0,0,0,0,0,0,3,0,5,5,0,0,1,0,1
"spot 599",2,4,26,5,10,0,16,4,0,3,0,8,4,0,0,0,0,0,0,7
"spot 600",7,0,19,5,0,0,11,6,3,0,0,8,6,0,0,0,4,0,13,0
"spot 601",0,0,0,12,12,0,0,8,10,0,5,0,2,0,0,14,0,0,2,1
