"","gene 1","gene 2","gene 3","gene 4","gene 5","gene 6","gene 7","gene 8","gene 9","gene 10","gene 11","gene 12","gene 13","gene 14","gene 15","gene 16","gene 17","gene 18","gene 19","gene 20"
"spot 300",0,7,19,0,6,0,5,0,4,0,6,16,0,11,0,0,21,0,0,31
"spot 301",0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,7
"spot 302",0,3,4,0,0,0,1,6,0,0,0,5,0,0,0,2,0,0,1,5
"spot 303",7,0,0,4,0,0,0,3,0,3,0,2,3,3,3,1,10,0,1,0
"spot 304",11,0,0,5,4,0,0,0,0,4,7,0,6,0,0,10,0,0,0,0
"spot 305",0,5,14,8,4,2,9,0,4,8,0,16,0,12,0,0,0,0,0,0
"spot 306",6,0,3,5,5,0,0,0,0,0,3,5,0,0,0,4,5,3,2,0
"spot 307",0,7,8,0,0,0,0,8,0,10,16,0,0,9,10,0,23,0,0,25
"spot 308",7,5,0,0,7,3,0,2,7,1,8,0,0,0,0,9,0,10,2,13
"spot 309",0,4,0,3,0,0,0,0,0,2,0,9,10,10,3,0,0,0,0,13
"spot 310",7,0,7,7,0,0,3,7,0,0,0,0,0,5,0,5,0,9,0,13
"spot 311",9,2,6,7,0,0,6,0,0,0,0,0,0,0,0,4,10,11,2,0
"spot 312",0,0,12,0,4,0,3,0,9,0,5,6,3,4,0,0,0,0,0,0
"spot 313",6,0,13,0,5,0,3,0,0,7,3,3,0,2,0,9,0,0,0,0
"spot 314",5,0,10,0,0,2,0,6,7,4,0,5,10,0,0,0,0,0,1,0
"spot 315",8,0,0,1,0,0,0,0,0,0,0,6,2,5,0,0,6,0,2,0
"spot 316",0,0,26,0,5,1,6,11,0,10,0,8,6,0,0,4,0,0,1,6
"spot 317",0,0,0,3,6,0,0,0,8,8,1,8,0,14,0,2,6,0,5,0
"spot 318",16,0,26,7,0,0,0,0,0,5,4,0,0,8,0,0,9,0,0,0
"spot 319",0,0,13,0,6,0,3,0,0,0,0,2,7,5,3,6,10,8,0,6
"spot 320",0,8,0,6,5,0,12,0,0,0,3,5,0,4,1,0,0,4,2,11
"spot 321",0,1,0,1,0,0,0,0,1,2,1,4,0,7,0,0,6,8,0,1
"spot 322",4,4,0,5,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,13
"spot 323",0,0,4,0,0,0,2,1,2,2,0,0,6,0,2,5,0,11,0,0
"spot 324",0,2,9,0,1,1,0,0,1,0,0,0,0,8,0,0,0,7,0,5
"spot 325",1,0,6,5,3,0,0,4,0,0,0,5,0,0,1,10,0,0,0,11
"spot 326",0,0,0,9,8,2,3,2,0,0,4,0,8,11,0,13,0,0,5,0
"spot 327",0,1,0,0,0,0,1,0,3,2,0,0,5,0,0,0,0,0,0,0
"spot 328",0,0,0,4,5,1,0,4,0,0,0,0,8,16,4,0,0,10,3,0
"spot 329",1,0,0,4,1,0,0,0,0,2,0,4,1,0,4,3,4,5,0,0
"spot 330",0,5,10,3,9,0,0,0,0,6,0,0,8,0,0,0,0,11,6,0
"spot 331",0,0,10,0,0,0,4,4,0,0,0,0,3,6,5,0,6,3,4,5
"spot 332",0,0,12,0,0,0,6,6,0,5,6,0,0,7,7,9,16,0,0,0
"spot 333",0,2,0,0,0,0,0,0,0,4,0,6,0,0,0,0,11,4,1,5
"spot 334",14,5,21,9,0,0,0,0,0,6,0,25,13,0,4,0,0,23,4,0
"spot 335",0,0,0,3,0,0,1,2,0,0,1,0,0,0,4,12,0,10,0,0
"spot 336",13,0,0,8,5,1,7,11,5,0,0,9,0,13,10,18,0,0,0,24
"spot 337",0,0,0,0,0,0,6,0,11,6,3,0,0,0,8,0,0,0,3,8
"spot 338",4,0,0,0,0,0,0,0,8,0,0,6,4,8,0,0,7,9,3,0
"spot 339",0,0,0,0,0,0,6,14,8,17,0,19,23,13,0,19,24,29,2,28
"spot 340",0,0,5,1,0,0,0,4,1,4,0,2,0,4,1,2,0,7,0,7
"spot 341",8,0,5,6,6,0,4,4,0,1,0,6,0,8,1,0,0,2,1,5
"spot 342",0,0,12,0,0,1,7,0,1,6,0,0,0,4,4,0,0,0,1,0
"spot 343",0,0,11,7,3,0,0,2,0,7,7,0,6,0,1,7,0,0,0,0
"spot 344",0,2,6,1,3,0,0,7,0,0,5,0,0,5,0,3,10,0,3,0
"spot 345",0,6,0,0,0,1,0,1,2,10,0,0,0,8,4,0,0,0,0,0
"spot 346",8,2,0,4,13,0,2,0,0,0,6,7,2,0,3,5,15,6,0,14
"spot 347",0,4,12,2,7,2,0,0,0,0,2,0,0,0,4,0,9,7,1,0
"spot 348",5,0,0,0,3,0,3,6,0,10,5,3,3,0,3,10,8,14,1,0
"spot 349",0,0,25,5,7,0,0,7,4,10,2,11,4,12,0,11,25,0,0,11
"spot 350",8,0,0,0,5,0,0,7,0,10,0,0,0,4,5,6,0,0,0,8
"spot 351",0,4,0,0,7,4,0,0,0,10,0,8,3,7,0,4,0,0,0,8
"spot 352",0,11,27,9,0,0,12,15,9,0,5,6,0,16,3,0,10,6,1,0
"spot 353",0,0,5,6,6,0,1,2,5,0,0,7,0,18,0,0,19,18,6,0
"spot 354",0,0,7,0,3,0,0,2,3,4,0,0,4,0,1,6,0,12,0,0
"spot 355",0,2,0,6,0,0,0,1,1,0,9,0,0,0,0,0,25,19,5,13
"spot 356",0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,15,0,1,8
"spot 357",4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"spot 358",8,7,7,2,0,0,0,0,6,0,0,14,0,0,0,0,21,19,3,0
"spot 359",4,0,17,3,0,0,5,0,0,2,5,0,4,0,0,6,23,0,0,0
"spot 360",0,0,0,0,3,0,4,0,0,4,3,12,4,3,0,11,9,8,0,11
"spot 361",11,0,13,0,3,3,6,5,0,0,9,9,0,0,8,0,0,4,2,14
"spot 362",9,0,0,0,3,1,5,2,6,2,0,0,4,0,5,0,20,12,1,20
"spot 363",0,3,3,0,0,0,0,0,5,7,0,12,0,13,5,12,17,0,1,0
"spot 364",6,0,0,0,0,3,0,0,0,3,4,0,10,0,0,5,17,21,0,0
"spot 365",0,0,12,14,7,0,1,0,7,13,0,0,0,34,5,7,0,22,4,12
"spot 366",3,1,0,0,0,0,1,2,1,0,1,0,0,6,2,0,9,6,0,0
"spot 367",0,0,0,2,4,0,0,1,6,0,0,0,10,0,4,5,0,4,0,0
"spot 368",5,0,2,0,0,1,0,0,2,9,0,0,4,3,0,5,0,15,2,16
"spot 369",4,2,7,4,0,0,0,0,5,1,0,0,0,0,4,0,0,14,1,10
"spot 370",0,1,24,0,0,0,0,0,7,0,0,3,0,0,5,18,20,0,0,12
"spot 371",0,1,0,3,0,0,2,2,1,4,3,0,0,0,2,0,9,6,0,2
"spot 372",7,1,4,0,1,0,0,1,0,1,0,0,5,2,2,3,0,0,0,0
"spot 373",16,0,9,3,7,0,0,0,0,0,3,0,2,10,0,0,7,0,4,9
"spot 374",0,7,0,0,7,0,0,2,0,9,2,0,1,0,3,0,18,9,1,9
"spot 375",4,9,0,4,4,1,0,0,4,5,7,5,7,7,0,8,0,0,5,2
"spot 376",10,6,15,0,0,0,5,0,0,6,0,3,2,8,0,18,5,0,0,0
"spot 377",7,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,11,8,1,0
"spot 378",11,2,9,7,0,0,0,4,0,0,2,5,0,5,0,9,13,0,0,7
"spot 379",0,0,0,4,6,0,0,2,0,0,0,7,0,1,0,4,9,0,0,8
"spot 380",9,2,0,4,8,1,0,0,5,11,3,0,3,8,5,0,0,0,0,9
"spot 381",12,5,13,7,2,0,3,8,0,2,8,0,0,0,5,0,0,0,2,5
"spot 382",4,12,0,4,3,2,4,0,9,0,0,0,5,5,3,0,13,13,1,0
"spot 383",0,4,0,0,0,0,6,0,3,0,0,4,0,6,3,0,0,11,2,0
"spot 384",0,5,0,0,0,5,0,0,0,0,2,0,4,5,5,2,10,9,1,10
"spot 385",3,4,0,2,0,1,0,0,1,1,4,0,3,4,0,10,0,0,0,0
"spot 386",0,2,0,1,0,1,0,4,0,5,0,6,0,5,0,0,0,14,3,7
"spot 387",5,5,7,4,0,1,0,0,4,0,0,8,15,0,0,0,20,8,5,0
"spot 388",0,0,0,7,5,0,0,4,0,4,0,13,0,0,0,10,0,0,0,7
"spot 389",0,1,9,2,0,0,0,1,1,1,4,0,0,5,2,0,6,6,1,4
"spot 390",0,0,11,0,8,0,0,0,2,8,0,0,9,11,5,14,6,0,0,17
"spot 391",4,0,0,3,3,0,4,4,7,0,0,7,11,0,3,0,17,4,3,0
"spot 392",13,0,0,7,3,0,0,2,4,4,0,0,0,9,0,0,0,10,0,20
"spot 393",3,0,4,0,0,0,3,0,0,0,0,0,1,0,0,0,5,11,0,0
"spot 394",0,0,2,1,4,0,1,0,0,0,0,6,0,2,1,4,0,0,0,0
"spot 395",0,1,6,0,1,0,2,2,3,0,0,0,0,2,0,3,3,0,0,0
"spot 396",6,0,0,6,5,0,5,0,7,15,8,10,4,0,0,0,22,0,6,21
"spot 397",9,0,10,0,0,0,0,0,0,6,0,5,5,0,6,0,14,0,0,0
"spot 398",0,3,15,0,0,0,4,0,0,6,7,2,6,6,1,9,4,10,2,0
"spot 399",6,0,0,7,9,4,0,8,8,13,13,6,0,0,3,18,0,0,1,13
"spot 400",0,0,0,0,0,1,0,3,0,7,4,0,5,0,1,0,4,10,3,3
"spot 401",0,1,0,0,0,1,0,0,2,3,3,2,2,0,0,3,10,3,0,0
"spot 402",6,3,0,0,5,0,0,2,5,0,0,7,0,0,0,0,0,0,0,4
"spot 403",0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,11,0,0,10
"spot 404",24,12,12,6,0,2,10,0,5,0,0,21,0,9,0,7,0,0,3,8
"spot 405",7,0,6,7,0,0,4,6,6,2,0,7,0,8,0,8,3,8,0,6
"spot 406",10,0,12,8,0,0,0,0,7,0,0,3,6,0,0,12,8,2,0,9
"spot 407",0,0,8,9,0,0,0,0,5,10,4,13,0,0,2,10,13,8,0,10
"spot 408",0,0,17,3,15,0,3,0,0,6,0,15,7,0,0,8,15,17,0,8
"spot 409",9,0,0,4,0,0,0,0,5,0,2,2,4,0,7,14,11,5,4,9
"spot 410",0,4,23,14,4,0,0,3,0,7,0,8,0,11,0,0,0,4,3,6
"spot 411",11,4,0,7,13,2,6,0,0,5,0,0,0,0,2,0,6,0,3,13
"spot 412",19,4,46,11,0,2,9,9,0,0,0,5,5,0,0,0,0,0,2,11
"spot 413",6,0,28,8,0,0,0,0,0,12,5,6,7,0,0,5,0,0,0,0
"spot 414",0,6,0,15,0,0,8,8,0,0,0,0,0,0,3,0,0,6,0,0
"spot 415",23,0,0,0,0,0,9,0,0,0,5,0,0,0,0,9,0,15,2,0
"spot 416",0,0,0,12,12,0,11,12,11,12,0,7,2,0,0,0,0,0,2,14
"spot 417",6,0,2,0,3,0,2,2,0,4,3,0,0,2,0,0,0,6,0,0
"spot 418",8,0,14,1,3,0,2,0,1,0,5,18,6,0,2,0,0,0,5,0
"spot 419",1,0,4,2,2,2,0,1,0,1,9,3,0,7,3,7,0,0,0,0
"spot 420",6,5,8,2,0,0,1,0,1,0,0,7,0,0,4,13,12,10,0,17
"spot 421",5,0,1,1,0,0,1,2,2,4,6,0,0,0,4,0,11,4,0,3
"spot 422",0,0,0,0,3,0,3,0,0,6,0,0,12,23,6,28,0,10,0,41
"spot 423",0,3,0,0,0,0,0,0,0,0,0,4,0,2,0,5,0,2,0,3
"spot 424",0,0,21,0,6,2,0,6,7,0,11,0,0,20,3,0,16,19,0,0
"spot 425",5,2,0,2,2,0,0,0,3,2,0,0,0,6,1,0,3,4,0,4
"spot 426",0,0,5,0,2,1,0,0,0,3,0,9,0,3,0,0,20,17,3,0
"spot 427",0,0,6,3,0,0,0,0,0,5,0,0,0,4,0,2,0,0,0,1
"spot 428",0,0,0,1,0,0,0,2,0,4,0,0,0,5,4,0,0,0,0,15
"spot 429",5,0,0,0,0,1,0,7,0,0,0,0,0,0,0,5,17,9,0,7
"spot 430",6,0,0,3,4,1,0,0,0,0,5,0,6,10,5,0,9,6,2,4
"spot 431",0,4,0,7,0,2,0,7,5,7,1,0,15,0,0,0,0,13,0,0
"spot 432",4,0,0,9,3,0,0,5,5,8,0,3,0,0,0,14,14,0,3,0
"spot 433",0,0,22,8,0,2,4,4,0,0,0,17,1,13,3,8,12,5,0,7
"spot 434",7,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"spot 435",9,0,0,0,0,0,0,8,3,0,0,5,10,8,1,6,6,11,3,1
"spot 436",4,0,7,0,4,3,3,4,0,0,0,0,3,13,0,6,0,0,2,8
"spot 437",11,3,22,1,0,4,0,0,6,0,0,6,0,0,0,0,0,9,4,13
"spot 438",7,0,13,3,11,0,9,0,0,0,1,1,0,0,1,8,0,8,0,9
"spot 439",11,0,14,0,0,0,0,0,4,9,0,10,4,9,0,0,8,0,0,0
"spot 440",5,0,19,0,7,0,0,6,4,5,6,0,0,0,0,0,0,5,0,8
"spot 441",0,8,15,0,9,0,0,10,0,5,0,9,7,0,0,11,10,0,2,0
"spot 442",0,3,0,0,4,0,6,9,4,10,5,3,0,0,0,0,4,9,3,0
"spot 443",7,0,18,0,0,0,4,0,0,11,0,0,10,0,0,0,0,0,0,18
"spot 444",0,6,22,0,0,0,0,6,0,10,0,0,3,0,2,0,15,17,0,0
"spot 445",14,0,0,10,0,0,1,0,0,16,3,0,9,0,0,0,16,0,3,0
"spot 446",14,0,0,0,15,0,8,0,8,0,5,13,0,4,4,3,0,0,0,0
"spot 447",6,0,12,0,10,0,5,4,5,0,0,3,0,7,2,0,0,12,5,0
"spot 448",13,9,0,4,0,9,0,0,9,0,0,0,3,4,1,8,2,0,0,0
"spot 449",0,0,2,1,0,0,0,1,0,2,3,0,0,0,0,0,9,5,0,9
"spot 450",0,0,0,0,0,0,2,0,0,0,0,6,5,0,0,0,0,12,0,0
"spot 451",0,5,9,1,0,2,1,3,4,0,0,0,7,17,8,0,0,0,0,31
"spot 452",7,0,0,0,2,0,2,2,0,0,0,0,7,0,5,0,0,0,0,12
"spot 453",1,1,8,0,6,0,0,0,0,4,2,0,0,6,0,8,0,6,3,0
"spot 454",0,0,0,1,1,0,2,0,0,0,5,0,3,0,0,0,14,0,2,6
"spot 455",7,0,5,2,3,1,0,0,0,3,0,8,0,6,1,0,0,0,0,15
"spot 456",0,0,0,1,0,0,0,1,0,0,8,8,2,6,1,3,18,8,0,11
"spot 457",3,1,4,5,0,0,1,0,3,0,0,0,0,7,0,5,14,0,2,10
"spot 458",9,0,0,8,0,1,6,0,0,0,0,16,13,12,0,0,40,0,2,18
"spot 459",0,6,0,6,0,11,7,0,7,0,14,32,0,0,0,0,37,25,0,23
"spot 460",0,0,8,4,0,3,1,2,2,6,0,3,0,7,1,0,0,0,0,0
"spot 461",0,0,0,0,0,0,4,1,0,0,0,6,0,4,0,0,0,2,0,2
"spot 462",17,0,0,4,0,0,6,5,0,0,5,0,0,0,4,0,13,10,5,11
"spot 463",5,5,0,10,0,3,6,14,10,10,0,0,0,0,0,0,0,15,0,13
"spot 464",0,3,15,2,0,0,0,14,0,0,0,11,4,4,3,0,23,0,2,0
"spot 465",0,4,0,13,8,0,4,6,0,12,5,0,0,18,7,6,15,0,1,0
"spot 466",23,14,0,6,0,6,9,10,0,0,0,13,0,0,5,0,25,0,0,0
"spot 467",8,0,18,6,0,0,0,0,0,0,0,0,0,0,4,0,0,24,0,17
"spot 468",0,0,0,5,2,0,0,9,0,8,3,0,0,11,7,2,0,8,0,3
"spot 469",0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spot 470",10,0,9,1,7,5,10,0,7,1,0,4,5,9,3,2,0,0,0,9
"spot 471",18,0,0,0,0,0,0,0,7,18,5,5,9,0,0,0,9,0,0,0
"spot 472",0,0,0,11,6,4,0,0,0,2,2,4,4,10,5,22,12,17,0,7
"spot 473",5,0,16,0,0,0,0,10,8,6,0,0,5,0,5,6,15,0,0,25
"spot 474",9,0,0,8,13,1,5,0,7,10,3,0,0,0,0,0,0,0,3,0
"spot 475",0,6,0,0,9,5,0,11,0,13,6,8,0,14,0,2,0,0,2,0
"spot 476",22,8,0,0,0,7,0,0,0,7,0,0,12,0,2,5,0,4,0,15
"spot 477",19,5,16,0,6,0,14,0,0,15,0,7,0,0,5,0,0,0,0,0
"spot 478",5,9,0,2,6,0,0,0,0,8,3,7,0,4,1,0,0,7,0,11
"spot 479",0,8,23,14,5,3,0,0,5,16,6,7,3,0,0,0,4,4,0,0
"spot 480",16,9,23,9,0,0,4,0,5,12,0,6,0,9,0,3,2,0,0,0
"spot 481",0,1,10,2,3,0,0,0,0,0,0,0,0,0,0,6,0,17,0,0
"spot 482",4,0,3,1,1,0,0,2,0,2,5,3,6,0,4,5,2,0,0,0
"spot 483",0,0,0,0,2,0,0,1,0,1,4,13,0,6,0,4,4,0,5,0
"spot 484",7,0,4,0,0,0,0,0,2,0,0,0,6,0,1,0,0,6,1,0
"spot 485",0,1,0,0,0,0,2,0,0,4,0,10,0,0,1,11,23,19,1,0
"spot 486",0,0,0,5,0,0,4,0,0,0,0,11,0,0,2,0,18,0,0,15
"spot 487",0,3,2,1,2,0,1,1,1,1,1,1,0,0,0,3,0,0,0,6
"spot 488",0,0,8,4,0,0,3,0,0,9,0,0,7,0,0,8,20,13,0,0
"spot 489",0,5,0,5,7,0,0,6,0,0,0,12,0,0,0,3,0,5,0,0
"spot 490",13,0,0,0,0,0,0,6,0,0,0,2,0,0,3,7,22,4,0,0
"spot 491",0,0,0,2,2,0,1,0,0,0,3,5,11,0,0,0,0,0,0,0
"spot 492",12,0,22,3,1,3,0,8,9,9,10,14,0,0,4,11,33,0,0,0
"spot 493",0,4,0,5,2,0,0,3,0,0,0,6,0,0,2,6,5,3,0,0
"spot 494",0,3,12,0,0,0,0,0,0,0,0,5,4,0,2,0,1,8,1,3
"spot 495",6,0,12,0,2,1,0,0,0,0,3,5,5,0,0,5,0,3,1,0
"spot 496",0,0,0,0,1,0,0,0,0,0,1,2,3,0,1,0,0,0,1,2
"spot 497",2,1,9,4,0,0,0,1,0,0,5,2,8,0,0,4,0,8,0,7
"spot 498",10,0,16,6,0,1,0,0,0,0,0,7,0,8,0,0,18,0,1,0
"spot 499",0,5,0,4,0,0,1,2,1,0,1,0,0,0,0,6,0,0,0,0
"spot 500",0,1,10,3,0,0,7,5,0,5,2,0,0,0,1,0,0,6,1,0
"spot 501",0,4,0,0,15,0,3,0,0,0,0,0,6,0,0,0,0,6,2,8
"spot 502",0,0,13,0,0,0,0,0,0,0,7,0,0,11,0,8,0,8,4,0
"spot 503",0,7,30,8,9,0,2,7,0,0,5,2,6,0,0,0,5,8,2,0
"spot 504",0,0,0,14,11,0,3,0,5,0,5,5,3,0,0,8,16,5,0,0
"spot 505",14,8,32,6,6,6,3,4,0,0,4,0,0,12,0,0,0,0,0,0
"spot 506",0,3,0,0,7,0,0,0,2,14,4,9,0,4,2,0,7,0,0,10
"spot 507",20,0,26,0,0,0,0,0,4,0,0,0,0,3,0,0,0,8,0,6
"spot 508",19,0,13,0,7,5,0,0,0,4,0,0,0,0,2,6,6,11,0,0
"spot 509",0,3,19,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"spot 510",17,9,0,0,0,0,0,14,0,0,0,7,0,7,0,10,13,0,0,7
"spot 511",22,1,21,12,14,0,0,0,0,8,0,0,0,9,0,1,0,0,2,0
"spot 512",0,11,0,0,16,2,0,0,0,22,0,7,3,0,0,6,10,0,0,22
"spot 513",11,0,0,0,6,2,3,0,4,4,0,12,5,0,0,0,0,8,0,0
"spot 514",0,3,0,5,0,0,0,0,0,0,5,6,7,8,2,0,5,0,5,0
"spot 515",4,0,10,2,0,0,0,0,4,0,1,0,7,7,5,0,0,17,2,0
"spot 516",0,2,8,0,0,0,0,0,2,3,4,0,0,9,0,3,0,20,0,0
"spot 517",0,1,4,0,0,0,0,0,0,3,6,0,0,0,7,10,0,0,1,7
"spot 518",0,4,0,0,0,2,0,3,3,0,0,0,0,0,3,10,11,0,0,0
"spot 519",0,1,0,0,3,1,2,4,0,0,0,0,0,4,0,0,23,14,0,0
"spot 520",5,0,8,5,5,0,0,4,1,0,0,0,4,0,0,8,0,0,0,9
"spot 521",0,0,6,5,0,0,4,0,0,2,3,8,0,12,0,0,0,6,4,13
"spot 522",0,4,11,0,0,2,0,3,3,6,4,5,0,10,4,0,0,10,0,7
"spot 523",4,0,13,5,0,0,0,0,0,0,0,3,7,9,0,0,0,11,0,5
"spot 524",6,0,0,4,0,0,3,0,0,0,0,0,4,0,0,5,10,0,0,10
"spot 525",0,0,13,0,9,1,0,0,6,0,6,10,0,0,0,8,0,15,2,0
"spot 526",0,0,6,5,5,0,0,0,0,0,2,0,0,0,7,0,8,7,0,0
"spot 527",3,0,0,0,0,0,0,4,0,2,4,6,4,0,0,11,0,13,4,0
"spot 528",5,4,11,11,10,0,5,3,4,8,0,9,18,0,0,17,11,10,0,16
"spot 529",7,0,0,3,3,2,0,0,0,4,4,0,3,3,0,5,5,1,4,0
"spot 530",6,0,8,2,0,6,0,0,0,0,0,0,8,0,0,6,20,0,3,11
"spot 531",10,0,22,10,8,3,8,6,6,0,0,5,0,0,6,10,0,15,0,6
"spot 532",16,14,0,0,0,0,1,0,5,0,5,7,2,4,2,9,6,0,2,0
"spot 533",0,1,14,3,0,0,3,0,4,0,5,0,6,0,3,9,0,10,0,4
"spot 534",20,0,14,0,0,1,3,0,0,0,0,7,0,0,0,0,0,0,0,0
"spot 535",7,0,0,7,0,0,0,0,0,0,1,6,5,2,0,0,13,3,1,0
"spot 536",0,0,14,7,3,0,0,7,7,0,0,3,0,3,0,6,8,10,3,0
"spot 537",13,0,0,0,0,0,12,15,0,0,7,4,5,0,3,0,0,17,0,0
"spot 538",0,0,0,6,0,1,9,6,0,0,0,0,5,0,0,0,4,4,1,0
"spot 539",0,0,0,10,0,6,0,0,5,5,4,9,4,0,0,10,0,0,0,0
"spot 540",0,0,0,17,0,0,0,27,7,0,4,0,0,7,0,0,9,0,2,5
"spot 541",0,9,44,13,21,4,0,0,3,20,8,18,0,6,1,0,23,24,6,10
"spot 542",0,0,0,0,0,0,0,17,0,25,8,0,0,0,1,3,0,8,0,0
"spot 543",0,0,0,0,7,0,0,0,9,0,1,0,3,6,2,0,7,5,1,0
"spot 544",20,0,26,0,0,6,0,0,0,19,2,0,0,3,0,8,0,0,2,0
"spot 545",0,0,0,0,2,0,0,2,0,0,3,11,0,0,4,1,0,0,5,0
"spot 546",0,0,4,1,0,0,0,1,0,5,1,7,1,5,1,3,0,0,1,5
"spot 547",7,0,6,0,3,0,0,1,0,0,4,12,7,0,0,0,0,18,5,7
"spot 548",0,1,7,5,0,0,0,0,0,1,5,0,8,0,0,10,13,0,2,15
"spot 549",5,0,6,0,0,0,0,0,0,5,0,0,10,0,1,0,7,0,2,0
"spot 550",0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,13,0,1,16
"spot 551",0,4,11,12,0,0,4,0,8,8,0,0,11,0,0,0,21,0,0,6
"spot 552",15,0,0,0,0,0,0,0,4,0,2,6,0,0,2,0,0,19,5,16
"spot 553",0,2,0,0,5,0,0,0,0,0,0,0,1,9,0,0,16,18,2,16
"spot 554",0,1,4,0,3,0,6,5,0,7,0,0,0,2,0,5,11,6,0,10
"spot 555",9,0,0,2,2,0,0,3,3,0,1,0,8,0,6,5,0,5,2,0
"spot 556",0,1,0,0,4,0,0,0,2,1,1,7,3,11,0,0,0,0,2,0
"spot 557",0,0,7,5,0,1,2,4,0,4,0,0,1,0,0,4,10,5,0,0
"spot 558",12,7,5,1,0,0,0,0,1,0,0,0,0,9,0,6,0,11,0,0
"spot 559",0,1,5,4,0,0,0,3,5,2,1,0,1,0,0,1,4,0,0,0
"spot 560",0,0,0,3,3,0,0,0,0,0,0,5,1,0,3,7,5,3,2,0
"spot 561",0,2,5,1,3,0,1,2,1,0,4,8,0,4,0,2,5,4,0,4
"spot 562",7,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,3,0,0,0
"spot 563",14,0,15,0,0,2,0,9,0,8,0,6,5,0,2,13,0,9,0,0
"spot 564",0,0,0,8,0,0,0,3,0,0,2,4,6,0,1,3,12,2,0,5
"spot 565",6,4,0,0,0,0,0,5,2,8,0,11,4,4,0,2,0,18,0,12
"spot 566",0,3,0,11,10,2,0,0,11,10,0,0,10,9,4,5,13,17,0,0
"spot 567",13,0,32,0,0,3,7,5,3,0,2,0,0,0,0,7,0,0,0,3
"spot 568",3,4,0,4,9,0,0,3,3,6,1,3,0,2,2,0,0,0,0,0
"spot 569",0,0,0,0,7,0,0,0,0,0,0,5,0,2,0,0,6,0,0,6
"spot 570",9,4,0,6,0,4,15,0,14,0,0,7,8,0,0,0,0,6,2,0
"spot 571",0,0,14,0,0,0,0,0,9,6,0,4,3,2,0,0,10,0,2,0
"spot 572",0,0,22,12,2,0,7,2,11,0,1,0,5,0,0,0,0,3,1,11
"spot 573",0,0,0,19,0,3,10,0,6,13,0,0,5,3,0,0,15,0,3,5
"spot 574",0,6,34,10,0,0,17,0,22,0,4,0,7,10,0,0,0,12,0,0
"spot 575",0,18,0,0,34,2,7,0,0,12,1,0,0,8,1,3,0,12,0,0
"spot 576",19,6,0,8,0,0,0,9,0,0,0,1,2,0,0,3,0,0,1,0
"spot 577",3,1,0,3,6,0,0,0,0,0,3,3,0,8,2,7,7,0,5,0
"spot 578",0,2,0,0,0,0,3,0,0,6,1,0,0,0,4,0,0,6,0,0
"spot 579",12,0,0,0,0,1,0,0,1,6,0,0,11,11,0,8,0,0,0,0
"spot 580",10,0,0,0,4,0,2,0,0,0,0,0,0,11,2,0,16,0,3,13
"spot 581",9,4,8,2,0,1,0,2,1,4,0,8,0,9,3,13,0,18,3,11
"spot 582",0,4,0,7,0,1,0,0,1,5,5,17,3,7,0,12,0,7,0,5
"spot 583",4,0,0,0,0,1,0,0,3,0,5,0,0,7,0,9,0,8,1,7
"spot 584",0,4,0,6,8,1,0,0,0,0,0,21,0,14,0,9,0,12,0,6
"spot 585",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,20,0,0,0
"spot 586",6,0,0,0,3,0,0,0,1,0,2,3,0,6,3,0,0,8,1,4
"spot 587",0,0,0,0,1,3,0,3,0,2,0,2,7,5,1,0,11,8,1,0
"spot 588",0,0,11,6,5,0,0,0,0,0,0,0,6,10,0,10,8,7,0,9
"spot 589",0,0,15,0,3,1,0,0,0,0,5,4,4,9,0,0,0,19,3,10
"spot 590",0,0,24,6,6,1,0,0,5,0,0,7,0,6,0,6,9,11,2,12
"spot 591",0,2,11,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,7
"spot 592",13,2,53,6,0,0,7,15,12,5,10,10,13,18,0,0,0,18,3,12
"spot 593",0,0,4,2,0,0,3,4,0,0,0,6,2,14,0,6,7,12,0,4
"spot 594",2,1,14,5,9,1,0,0,0,0,0,1,3,6,3,4,12,0,4,12
"spot 595",0,8,11,0,16,2,0,5,0,0,7,9,5,0,0,0,10,5,0,4
"spot 596",4,2,12,0,0,0,0,5,0,0,0,3,0,9,0,1,0,9,6,11
"spot 597",10,0,0,0,0,0,0,9,0,0,2,0,11,0,2,12,17,0,0,11
"spot 598",10,0,14,7,0,1,0,0,0,0,0,0,0,3,0,8,0,2,0,0
"spot 599",32,11,26,15,0,0,12,12,0,31,0,0,11,0,0,13,30,0,6,0
"spot 600",3,0,14,6,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0
"spot 601",17,1,23,4,0,1,3,5,0,0,0,2,0,0,2,6,0,0,0,0
